,Product Name,Original Price,Discount,Price after discount,Description,Ratings
604,"Infinix Note 11 (Graphite Black, 128 GB)","₹16,999",14% off,"₹14,499",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories,4.2
605,"realme GT 6T 5G (Fluid Silver, 512 GB)","₹41,999",10% off,"₹37,585",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.6
606,"Infinix Note 11 (Glacier Green, 64 GB)","₹14,999",45% off,"₹8,124",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories,4.3
607,"Google Pixel 7a (Snow, 128 GB)","₹43,999",27% off,"₹31,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.1
608,"Infinix Note 11 (Glacier Green, 128 GB)","₹16,999",44% off,"₹9,424",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories,4.2
609,"SAMSUNG Galaxy A15 5G (Blue, 256 GB)","₹24,499",18% off,"₹19,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
610,"SAMSUNG Galaxy A35 5G (Awesome Iceblue, 256 GB)","₹36,999",7% off,"₹34,349",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
611,"Xiaomi 14 CIVI (Cruise Blue, 512 GB)","₹59,999",23% off,"₹45,999",12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
612,"realme C30s (Stripe Black, 32 GB)","₹9,999",31% off,"₹6,870",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Ion BatteryUnisoc SC9863A/ Unisoc SC9863A1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.4
613,"SAMSUNG Galaxy M35 5G (Moonlight Blue, 128 GB)","₹24,499",36% off,"₹15,558",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,4.3
614,"SAMSUNG Galaxy M35 5G (Thunder Grey, 128 GB)","₹24,499",37% off,"₹15,430",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,4.3
615,"POCO M6 5G (Galactic Black, 128 GB)","₹12,999",28% off,"₹9,249",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
616,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","₹19,999",7% off,"₹18,495",6 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display64MP Rear Camera | 16MP Front Camera5000 mAh Battery12 Months,4.4
617,"realme C11 2021 (Cool Grey, 64 GB)","₹9,999",10% off,"₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor1 Year Warranty for Mobile and 6 Months for Accessories,4.3
618,"realme C11 2021 (Cool Blue, 64 GB)","₹9,999",10% off,"₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor1 Year Warranty for Mobile and 6 Months for Accessories,4.3
619,"OPPO F21SPRO (Orange, 128 GB)","₹27,999",36% off,"₹17,706",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Display64MP + 2MP | 32MP + 2MP Dual Front Camera4500 mAh Battery1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4
620,"REDMI 12C (Mint Green, 64 GB)","₹13,999",40% off,"₹8,299",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
621,"IQOO Z9s 5G (Onyx Green, 128 GB)","₹25,999",12% off,"₹22,847",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 Year on Handset and 6 Months on Accessories,4.5
622,"Infinix Hot 12 Pro (Lightsaber Green, 128 GB)","₹15,999",47% off,"₹8,449",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) HD+ Display50 MP + Depth Lens | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryUnisoc T616 Processor1 Year on Handset and 6 Months on Accessories,4
623,"Infinix Hot 12 Pro (Racing Black, 128 GB)","₹15,999",47% off,"₹8,449",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) HD+ Display50 MP + Depth Lens | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryUnisoc T616 Processor1 Year on Handset and 6 Months on Accessories,4
624,"Infinix Hot 12 Pro (Racing Black, 64 GB)","₹13,999",21% off,"₹10,999",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) HD+ Display50 MP + Depth Lens | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryUnisoc T616 Processor1 Year on Handset and 6 Months on Accessories,4.2
